beta.x,se.x,tval.x,pval.x,outcome,population,fdr.x,Effect_lib.x,Effect,Outcome.x
0.113802366900293,0.0240434282543772,4.73320051102009,2.21603957029998e-06,s100p,all,8.73872207910747e-06,Upregulated,Upregulated,S100P
0.087667007739797,0.0181797118501992,4.82224407417306,1.42351561192878e-06,scarf1,all,5.80112351045071e-06,Upregulated,Upregulated,SCARF1
0.0623270540467004,0.0123875994346214,5.03140696271675,4.88513042939741e-07,scarf2,all,2.10204288770836e-06,Upregulated,Upregulated,SCARF2
0.0606106185473775,0.0140175852751089,4.32389868567477,1.53582057318194e-05,scg2,all,5.34977499658376e-05,Upregulated,Upregulated,SCG2
-0.124677123510724,0.0198953655238462,-6.26664151313471,3.71827539837406e-10,sdc4,all,2.39640392415033e-09,Downregulated,Downregulated,SDC4
0.0728860367849178,0.011919010459186,6.1151080481471,9.71829672176876e-10,sema3f,all,5.8751521090693e-09,Upregulated,Upregulated,SEMA3F
0.123817716212276,0.0189047193010917,6.54956649925639,5.82431960578258e-11,siglec1,all,4.1513522015652e-10,Upregulated,Upregulated,SIGLEC1
0.226946831368074,0.0507891497622084,4.4684117066465,7.89700390875564e-06,siglec5,all,2.88112636371808e-05,Upregulated,Upregulated,SIGLEC5
0.069821829470887,0.0142832925731203,4.8883567366172,1.0198384599074e-06,siglec6,all,4.22669594006948e-06,Upregulated,Upregulated,SIGLEC6
0.121277360944587,0.0199244821435857,6.08685134552565,1.15964945070563e-09,sirpb1,all,6.89661441618836e-09,Upregulated,Upregulated,SIRPB1
0.117314039938708,0.0254076856185149,4.61726588167559,3.89767695924077e-06,slamf7,all,1.49666703185545e-05,Upregulated,Upregulated,SLAMF7
0.158312599013085,0.0231007284001498,6.85314316807684,7.30741308236007e-12,slamf8,all,5.62670807341725e-11,Upregulated,Upregulated,SLAMF8
0.107752572663051,0.0212777664867682,5.06409226410382,4.11757399645819e-07,smpd1,all,1.78754028392235e-06,Upregulated,Upregulated,SMPD1
0.0985805936703788,0.0152611123913749,6.45959423810374,1.0593919744532e-10,sorcs2,all,7.31080405011807e-10,Upregulated,Upregulated,SORCS2
0.165516842995746,0.0281724898356913,5.87512299981578,4.25122335683644e-09,spink4,all,2.410674329865e-08,Upregulated,Upregulated,SPINK4
0.0540919512309146,0.0111103304846505,4.86861766224197,1.12714798169468e-06,spint1,all,4.65824151756869e-06,Upregulated,Upregulated,SPINT1
0.0780733172521201,0.0175895159867247,4.43862794809388,9.07209902994556e-06,spint2,all,3.27715577303959e-05,Upregulated,Upregulated,SPINT2
0.102700473979457,0.0196942267987342,5.21475024274921,1.84766901503633e-07,spp1,all,8.50043952515142e-07,Upregulated,Upregulated,SPP1
0.103152401160887,0.0246551793552162,4.1838025055398,2.87148062971158e-05,sult2a1,all,9.67966857435033e-05,Upregulated,Upregulated,SULT2A1
